STATEFP|PLACEFP|NAME|NAMELSAD
47|15920|Coalmont|Coalmont city
47|16300|Collegedale|Collegedale city
47|16420|Collierville|Collierville town
47|16480|Collinwood|Collinwood city
47|16540|Columbia|Columbia city
47|16920|Cookeville|Cookeville city
47|16980|Coopertown|Coopertown town
47|17000|Copperhill|Copperhill city
47|17180|Cornersville|Cornersville town
47|17340|Cottage Grove|Cottage Grove town
47|17680|Covington|Covington city
47|17700|Cowan|Cowan city
47|17840|Crab Orchard|Crab Orchard city
47|18420|Cross Plains|Cross Plains city
47|18540|Crossville|Crossville city
47|18620|Crump|Crump city
47|18820|Cumberland City|Cumberland City town
47|18880|Cumberland Gap|Cumberland Gap town
47|19380|Dandridge|Dandridge town
47|19700|Dayton|Dayton city
47|19880|Decatur|Decatur town
47|19900|Decaturville|Decaturville town
47|19920|Decherd|Decherd city
47|20620|Dickson|Dickson city
47|21400|Dover|Dover city
47|21420|Dowelltown|Dowelltown town
47|21500|Doyle|Doyle town
47|21540|Dresden|Dresden town
47|21740|Ducktown|Ducktown city
47|22000|Dunlap|Dunlap city
47|22180|Dyer|Dyer city
47|22200|Dyersburg|Dyersburg city
47|22360|Eagleville|Eagleville city
47|22720|East Ridge|East Ridge city
47|22920|Eastview|Eastview town
47|23500|Elizabethton|Elizabethton city
47|23660|Elkton|Elkton city
47|24040|Englewood|Englewood town
47|24240|Enville|Enville town
47|24320|Erin|Erin city
47|24360|Erwin|Erwin town
47|24440|Estill Springs|Estill Springs town
47|24460|Ethridge|Ethridge town
47|24480|Etowah|Etowah city
47|25440|Fairview|Fairview city
47|25760|Farragut|Farragut town
47|25920|Fayetteville|Fayetteville city
47|26160|Finger|Finger city
47|27020|Forest Hills|Forest Hills city
47|27740|Franklin|Franklin city
47|27960|Friendship|Friendship city
47|28060|Friendsville|Friendsville city
47|28380|Gadsden|Gadsden town
47|28420|Gainesboro|Gainesboro town
47|28540|Gallatin|Gallatin city
47|28560|Gallaway|Gallaway city
47|28680|Garland|Garland town
47|28740|Gates|Gates town
47|28800|Gatlinburg|Gatlinburg city
47|28960|Germantown|Germantown city
47|29020|Gibson|Gibson town
47|29160|Gilt Edge|Gilt Edge city
47|29300|Gleason|Gleason town
47|29920|Goodlettsville|Goodlettsville city
47|30120|Gordonsville|Gordonsville town
47|30280|Grand Junction|Grand Junction city
47|30760|Graysville|Graysville town
47|30880|Greenback|Greenback city
47|30960|Greenbrier|Greenbrier town
47|30980|Greeneville|Greeneville town
47|31000|Greenfield|Greenfield city
47|31490|Gruetli-Laager|Gruetli-Laager city
47|31680|Guys|Guys town
47|31820|Halls|Halls town
47|32520|Harriman|Harriman city
47|32640|Harrogate|Harrogate city
47|32742|Hartsville/Trousdale County|Hartsville/Trousdale County
47|33260|Henderson|Henderson city
47|33280|Hendersonville|Hendersonville city
47|33360|Henning|Henning town
47|33400|Henry|Henry town
47|33920|Hickory Valley|Hickory Valley town
47|35160|Hohenwald|Hohenwald city
47|35280|Hollow Rock|Hollow Rock town
47|36000|Hornbeak|Hornbeak town
47|36080|Hornsby|Hornsby town
47|36460|Humboldt|Humboldt city
47|36580|Huntingdon|Huntingdon town
47|36600|Huntland|Huntland town
47|36640|Huntsville|Huntsville town
47|37600|Jacksboro|Jacksboro town
47|37640|Jackson|Jackson city
47|37780|Jamestown|Jamestown city
47|37820|Jasper|Jasper town
47|37960|Jefferson City|Jefferson City city
47|38020|Jellico|Jellico city
47|38320|Johnson City|Johnson City city
47|38540|Jonesborough|Jonesborough town
47|39140|Kenton|Kenton town
47|39400|Kimball|Kimball town
47|39560|Kingsport|Kingsport city
47|39620|Kingston|Kingston city
47|39660|Kingston Springs|Kingston Springs town
47|40000|Knoxville|Knoxville city
47|40160|Lafayette|Lafayette city
47|40180|La Follette|La Follette city
47|40200|La Grange|La Grange town
47|40350|Lakeland|Lakeland city
47|40540|Lakesite|Lakesite city
47|41200|La Vergne|La Vergne city
47|41340|Lawrenceburg|Lawrenceburg city
47|41520|Lebanon|Lebanon city
47|41760|Lenoir City|Lenoir City city
47|41860|Lewisburg|Lewisburg city
47|41980|Lexington|Lexington city
47|42040|Liberty|Liberty town
47|42720|Linden|Linden town
47|43140|Livingston|Livingston town
47|43160|Lobelville|Lobelville city
47|43640|Lookout Mountain|Lookout Mountain town
47|43700|Loretto|Loretto city
47|43780|Loudon|Loudon city
47|43820|Louisville|Louisville city
47|44300|Luttrell|Luttrell town
47|44382|Lynchburg, Moore County|Lynchburg, Moore County metropolitan government
47|44420|Lynnville|Lynnville town
47|44840|McEwen|McEwen city
47|44940|McKenzie|McKenzie city
47|45000|McLemoresville|McLemoresville town
47|45100|McMinnville|McMinnville city
47|45320|Madisonville|Madisonville city
47|45500|Manchester|Manchester city
47|46240|Martin|Martin city
47|46380|Maryville|Maryville city
47|46420|Mason|Mason town
47|46540|Maury City|Maury City town
47|46700|Maynardville|Maynardville city
47|47000|Medina|Medina city
47|47020|Medon|Medon city
47|48000|Memphis|Memphis city
47|48180|Michie|Michie town
47|48340|Middleton|Middleton city
47|48660|Milan|Milan city
47|48920|Milledgeville|Milledgeville town
47|48980|Millersville|Millersville city
47|49060|Millington|Millington city
47|49360|Minor Hill|Minor Hill city
47|49460|Mitchellville|Mitchellville city
47|49740|Monteagle|Monteagle town
47|49760|Monterey|Monterey town
47|50220|Morrison|Morrison town
47|50280|Morristown|Morristown city
47|50300|Moscow|Moscow city
47|50320|Mosheim|Mosheim town
47|50400|Mountain City|Mountain City town
47|50580|Mount Carmel|Mount Carmel town
47|50780|Mount Juliet|Mount Juliet city
47|51080|Mount Pleasant|Mount Pleasant city
47|51540|Munford|Munford city
47|51560|Murfreesboro|Murfreesboro city
47|52006|Nashville-Davidson metropolitan government (balance)|Nashville-Davidson metropolitan government (balance)
47|52400|Newbern|Newbern town
47|52780|New Hope|New Hope city
47|52820|New Johnsonville|New Johnsonville city
47|52940|New Market|New Market town
47|53000|Newport|Newport city
47|53140|New Tazewell|New Tazewell town
47|53380|Niota|Niota city
47|53460|Nolensville|Nolensville town
47|53580|Normandy|Normandy town
47|53600|Norris|Norris city
47|54280|Oakdale|Oakdale town
47|54780|Oak Hill|Oak Hill city
47|54920|Oakland|Oakland town
47|55120|Oak Ridge|Oak Ridge city
47|55240|Obion|Obion town
47|55800|Oliver Springs|Oliver Springs town
47|55860|Oneida|Oneida town
47|56020|Orlinda|Orlinda city
47|56040|Orme|Orme town
47|56560|Palmer|Palmer town
47|56720|Paris|Paris city
47|56870|Parker's Crossroads|Parker's Crossroads city
47|57040|Parrottsville|Parrottsville town
47|57080|Parsons|Parsons city
47|57480|Pegram|Pegram town
47|57740|Petersburg|Petersburg town
47|57900|Philadelphia|Philadelphia city
47|58080|Pigeon Forge|Pigeon Forge city
47|58120|Pikeville|Pikeville city
47|58840|Piperton|Piperton city
47|58940|Pittman Center|Pittman Center town
47|59020|Plainview|Plainview city
47|59240|Pleasant Hill|Pleasant Hill town
47|59560|Pleasant View|Pleasant View city
47|60280|Portland|Portland city
47|60500|Powells Crossroads|Powells Crossroads town
47|61040|Pulaski|Pulaski city
47|61160|Puryear|Puryear city
47|61520|Ramer|Ramer city
47|61960|Red Bank|Red Bank city
47|62000|Red Boiling Springs|Red Boiling Springs city
47|63060|Ridgely|Ridgely town
47|63080|Ridgeside|Ridgeside city
47|63140|Ridgetop|Ridgetop city
47|63340|Ripley|Ripley city
47|63800|Rives|Rives town
47|64160|Rockford|Rockford city
47|64440|Rockwood|Rockwood city
47|64668|Rocky Top|Rocky Top city
47|64820|Rogersville|Rogersville town
47|65240|Rossville|Rossville town
47|65760|Rutherford|Rutherford town
47|65820|Rutledge|Rutledge town
47|66160|St. Joseph|St. Joseph city
47|66340|Saltillo|Saltillo town
47|66360|Samburg|Samburg town
47|66660|Sardis|Sardis town
47|66680|Saulsbury|Saulsbury town
47|66720|Savannah|Savannah city
47|66880|Scotts Hill|Scotts Hill town
47|66940|Selmer|Selmer town
47|67120|Sevierville|Sevierville city
47|67540|Sharon|Sharon town
47|67760|Shelbyville|Shelbyville city
47|68540|Signal Mountain|Signal Mountain town
47|68560|Silerton|Silerton town
47|69080|Slayden|Slayden town
47|69320|Smithville|Smithville city
47|69420|Smyrna|Smyrna town
47|69460|Sneedville|Sneedville town
47|69560|Soddy-Daisy|Soddy-Daisy city
47|69620|Somerville|Somerville town
47|69680|South Carthage|South Carthage town
47|69900|South Fulton|South Fulton city
47|70060|South Pittsburg|South Pittsburg city
47|70180|Sparta|Sparta city
47|70240|Spencer|Spencer town
47|70400|Spring City|Spring City town
47|70500|Springfield|Springfield city
47|70580|Spring Hill|Spring Hill city
47|70820|Stanton|Stanton town
47|70840|Stantonville|Stantonville town
47|72140|Sunbright|Sunbright city
47|72380|Surgoinsville|Surgoinsville town
47|72540|Sweetwater|Sweetwater city
47|73120|Tazewell|Tazewell town
47|73260|Tellico Plains|Tellico Plains town
47|73460|Tennessee Ridge|Tennessee Ridge town
47|73900|Thompson's Station|Thompson's Station town
47|74100|Three Way|Three Way city
47|74540|Tiptonville|Tiptonville town
47|74640|Toone|Toone town
47|74860|Townsend|Townsend city
47|74880|Tracy City|Tracy City town
47|75000|Trenton|Trenton city
47|75100|Trezevant|Trezevant town
47|75160|Trimble|Trimble town
47|75240|Troy|Troy town
47|75320|Tullahoma|Tullahoma city
47|75560|Tusculum|Tusculum city
47|75820|Unicoi|Unicoi town
47|75940|Union City|Union City city
47|76860|Vanleer|Vanleer town
47|77400|Viola|Viola town
47|77480|Vonore|Vonore town
47|77540|Walden|Walden town
47|78100|Wartburg|Wartburg city
47|78120|Wartrace|Wartrace town
47|78240|Watauga|Watauga city
47|78320|Watertown|Watertown city
47|78560|Waverly|Waverly city
47|78600|Waynesboro|Waynesboro city
47|79420|Westmoreland|Westmoreland town
47|79980|White Bluff|White Bluff town
47|80200|White House|White House city
47|80360|White Pine|White Pine town
47|80540|Whiteville|Whiteville town
47|80620|Whitwell|Whitwell city
47|81020|Williston|Williston city
47|81080|Winchester|Winchester city
47|81280|Winfield|Winfield town
47|81560|Woodbury|Woodbury town
47|81700|Woodland Mills|Woodland Mills city
47|82360|Yorkville|Yorkville city
50|00400|Albany|Albany village
50|00850|Alburgh|Alburgh village
50|03175|Barre|Barre city
50|03475|Barton|Barton village
50|04225|Bellows Falls|Bellows Falls village
50|10675|Burlington|Burlington city
50|11425|Cambridge|Cambridge village
50|17425|Derby Center|Derby Center village
50|17500|Derby Line|Derby Line village
50|24025|Enosburg Falls|Enosburg Falls village
50|24400|Essex Junction|Essex Junction village
50|34975|Hyde Park|Hyde Park village
50|36025|Jacksonville|Jacksonville village
50|36475|Jeffersonville|Jeffersonville village
50|36625|Jericho|Jericho village
50|37000|Johnson|Johnson village
50|41200|Ludlow|Ludlow village
50|41950|Lyndonville|Lyndonville village
50|42700|Manchester|Manchester village
50|43525|Marshfield|Marshfield village
50|46000|Montpelier|Montpelier city
50|46825|Morrisville|Morrisville village
50|48100|Newbury|Newbury village
50|48325|Newfane|Newfane village
50|48850|Newport|Newport city
50|49075|North Bennington|North Bennington village
50|52075|North Troy|North Troy village
50|53125|Old Bennington|Old Bennington village
50|53575|Orleans|Orleans village
50|54850|Perkinsville|Perkinsville village
50|56800|Poultney|Poultney village
50|61225|Rutland|Rutland city
50|61675|St. Albans|St. Albans city
50|62950|Saxtons River|Saxtons River village
50|66175|South Burlington|South Burlington city
50|71650|Swanton|Swanton village
50|74650|Vergennes|Vergennes city
50|78025|Wells River|Wells River village
50|79150|West Burke|West Burke village
50|81325|Westminster|Westminster village
50|85150|Winooski|Winooski city
50|85900|Woodstock|Woodstock village
30|00700|Alberton|Alberton town
30|01675|Anaconda-Deer Lodge County|Anaconda-Deer Lodge County
30|03400|Bainville|Bainville town
30|03475|Baker|Baker city
30|04300|Bearcreek|Bearcreek town
30|04975|Belgrade|Belgrade city
30|05275|Belt|Belt town
30|06250|Big Sandy|Big Sandy town
30|06475|Big Timber|Big Timber city
30|06550|Billings|Billings city
30|08575|Boulder|Boulder city
30|08950|Bozeman|Bozeman city
30|09475|Bridger|Bridger town
30|09700|Broadus|Broadus town
30|09775|Broadview|Broadview town
30|10375|Browning|Browning town
30|11397|Butte-Silver Bow (balance)|Butte-Silver Bow (balance)
30|12775|Cascade|Cascade town
30|14200|Chester|Chester town
30|14575|Chinook|Chinook city
30|14650|Choteau|Choteau city
30|14950|Circle|Circle town
30|15550|Clyde Park|Clyde Park town
30|16525|Colstrip|Colstrip city
30|16600|Columbia Falls|Columbia Falls city
30|16825|Columbus|Columbus town
30|17275|Conrad|Conrad city
30|18475|Culbertson|Culbertson town
30|18775|Cut Bank|Cut Bank city
30|19300|Darby|Darby town
30|19825|Deer Lodge|Deer Lodge city
30|20425|Denton|Denton town
30|20800|Dillon|Dillon city
30|21025|Dodson|Dodson town
30|21850|Drummond|Drummond town
30|22600|Dutton|Dutton town
30|23125|East Helena|East Helena city
30|23650|Ekalaka|Ekalaka town
30|24475|Ennis|Ennis town
30|24850|Eureka|Eureka town
30|25225|Fairfield|Fairfield town
30|25300|Fairview|Fairview town
30|26800|Flaxville|Flaxville town
30|27700|Forsyth|Forsyth city
30|28000|Fort Benton|Fort Benton city
30|28450|Fort Peck|Fort Peck town
30|29500|Froid|Froid town
30|29575|Fromberg|Fromberg town
30|30400|Geraldine|Geraldine town
30|31075|Glasgow|Glasgow city
30|31450|Glendive|Glendive city
30|32575|Grass Range|Grass Range town
30|32800|Great Falls|Great Falls city
30|33775|Hamilton|Hamilton city
30|34225|Hardin|Hardin city
30|34375|Harlem|Harlem city
30|34450|Harlowton|Harlowton city
30|35050|Havre|Havre city
30|35600|Helena|Helena city
30|36400|Hingham|Hingham town
30|36700|Hobson|Hobson city
30|37825|Hot Springs|Hot Springs town
30|38350|Hysham|Hysham town
30|38950|Ismay|Ismay town
30|39700|Joliet|Joliet town
30|39925|Jordan|Jordan town
30|40000|Judith Gap|Judith Gap city
30|40075|Kalispell|Kalispell city
30|40525|Kevin|Kevin town
30|42700|Laurel|Laurel city
30|42850|Lavina|Lavina town
30|43375|Lewistown|Lewistown city
30|43450|Libby|Libby city
30|43525|Lima|Lima town
30|43975|Livingston|Livingston city
30|44275|Lodge Grass|Lodge Grass town
30|47425|Malta|Malta city
30|47575|Manhattan|Manhattan town
30|48775|Medicine Lake|Medicine Lake town
30|49000|Melstone|Melstone town
30|49525|Miles City|Miles City city
30|50200|Missoula|Missoula city
30|51550|Moore|Moore town
30|52900|Nashua|Nashua town
30|53200|Neihart|Neihart town
30|55525|Opheim|Opheim town
30|56050|Outlook|Outlook town
30|57175|Philipsburg|Philipsburg town
30|57700|Pinesdale|Pinesdale town
30|58150|Plains|Plains town
30|58375|Plentywood|Plentywood city
30|58450|Plevna|Plevna town
30|58750|Polson|Polson city
30|58975|Poplar|Poplar city
30|61525|Red Lodge|Red Lodge city
30|62200|Rexford|Rexford town
30|62275|Richey|Richey town
30|64150|Ronan|Ronan city
30|64525|Roundup|Roundup city
30|64975|Ryegate|Ryegate town
30|65050|Saco|Saco town
30|65275|St. Ignatius|St. Ignatius town
30|66925|Scobey|Scobey city
30|67450|Shelby|Shelby city
30|67600|Sheridan|Sheridan town
30|67900|Sidney|Sidney city
30|70675|Stanford|Stanford town
30|71200|Stevensville|Stevensville town
30|72175|Sunburst|Sunburst town
30|72625|Superior|Superior town
30|73675|Terry|Terry town
30|73825|Thompson Falls|Thompson Falls city
30|73975|Three Forks|Three Forks city
30|74575|Townsend|Townsend city
30|75025|Troy|Troy city
30|75475|Twin Bridges|Twin Bridges town
30|76225|Valier|Valier town
30|77125|Virginia City|Virginia City town
30|77650|Walkerville|Walkerville town
30|78925|Westby|Westby town
30|79525|West Yellowstone|West Yellowstone town
30|79825|Whitefish|Whitefish city
30|79900|Whitehall|Whitehall town
30|80050|White Sulphur Springs|White Sulphur Springs city
30|80350|Wibaux|Wibaux town
30|81025|Winifred|Winifred town
30|81100|Winnett|Winnett town
30|81475|Wolf Point|Wolf Point city
13|00184|Abbeville|Abbeville city
13|00408|Acworth|Acworth city
13|00436|Adairsville|Adairsville city
13|00576|Adel|Adel city
13|00660|Adrian|Adrian city
13|00828|Ailey|Ailey city
13|00996|Alamo|Alamo town
13|01024|Alapaha|Alapaha town
13|01052|Albany|Albany city
13|01248|Aldora|Aldora town
13|01472|Allenhurst|Allenhurst city
13|01500|Allentown|Allentown city
13|01612|Alma|Alma city
13|01696|Alpharetta|Alpharetta city
13|01808|Alston|Alston town
13|01948|Alto|Alto town
13|02060|Ambrose|Ambrose city
13|02116|Americus|Americus city
13|02256|Andersonville|Andersonville city
13|02564|Arabi|Arabi town
13|02592|Aragon|Aragon city
13|02648|Arcade|Arcade city
13|02844|Argyle|Argyle town
13|02928|Arlington|Arlington city
13|03124|Arnoldsville|Arnoldsville city
13|03236|Ashburn|Ashburn city
13|03440|Athens-Clarke County unified government (balance)|Athens-Clarke County unified government (balance)
13|04000|Atlanta|Atlanta city
13|04084|Attapulgus|Attapulgus city
13|04140|Auburn|Auburn city
13|04204|Augusta-Richmond County consolidated government (balance)|Augusta-Richmond County consolidated government (balance)
13|04252|Austell|Austell city
13|04392|Avalon|Avalon town
13|04448|Avera|Avera city
13|04644|Avondale Estates|Avondale Estates city
13|04840|Baconton|Baconton city
13|04896|Bainbridge|Bainbridge city
13|04980|Baldwin|Baldwin city
13|05036|Ball Ground|Ball Ground city
13|05344|Barnesville|Barnesville city
13|05680|Bartow|Bartow town
13|05708|Barwick|Barwick city
13|06016|Baxley|Baxley city
13|06688|Bellville|Bellville city
13|07248|Berkeley Lake|Berkeley Lake city
13|07304|Berlin|Berlin city
13|07612|Bethlehem|Bethlehem town
13|07640|Between|Between town
13|08200|Bishop|Bishop town
13|08284|Blackshear|Blackshear city
13|08480|Blairsville|Blairsville city
13|08536|Blakely|Blakely city
13|08844|Bloomingdale|Bloomingdale city
13|08928|Blue Ridge|Blue Ridge city
13|08956|Bluffton|Bluffton town
13|09040|Blythe|Blythe city
13|09068|Bogart|Bogart town
13|09460|Boston|Boston city
13|09488|Bostwick|Bostwick city
13|09544|Bowdon|Bowdon city
13|09656|Bowersville|Bowersville town
13|09712|Bowman|Bowman city
13|10076|Braselton|Braselton town
13|10104|Braswell|Braswell town
13|10132|Bremen|Bremen city
13|10608|Brinson|Brinson town
13|10860|Bronwood|Bronwood town
13|10944|Brookhaven|Brookhaven city
13|11000|Brooklet|Brooklet city
13|11056|Brooks|Brooks town
13|11504|Broxton|Broxton city
13|11560|Brunswick|Brunswick city
13|11616|Buchanan|Buchanan city
13|11672|Buckhead|Buckhead town
13|11728|Buena Vista|Buena Vista city
13|11784|Buford|Buford city
13|12120|Butler|Butler city
13|12232|Byromville|Byromville town
13|12260|Byron|Byron city
13|12344|Cadwell|Cadwell town
13|12400|Cairo|Cairo city
13|12456|Calhoun|Calhoun city
13|12512|Camak|Camak town
13|12624|Camilla|Camilla city
13|12932|Canon|Canon city
13|12988|Canton|Canton city
13|13184|Carl|Carl town
13|13212|Carlton|Carlton city
13|13352|Carnesville|Carnesville city
13|13492|Carrollton|Carrollton city
13|13688|Cartersville|Cartersville city
13|14108|Cave Spring|Cave Spring city
13|14192|Cecil|Cecil city
13|14500|Cedartown|Cedartown city
13|14920|Centerville|Centerville city
13|15026|Centralhatchee|Centralhatchee town
13|15172|Chamblee|Chamblee city
13|15508|Chatsworth|Chatsworth city
13|15552|Chattahoochee Hills|Chattahoochee Hills city
13|15648|Chauncey|Chauncey city
13|15900|Chester|Chester town
13|15984|Chickamauga|Chickamauga city
13|16460|Clarkesville|Clarkesville city
13|16544|Clarkston|Clarkston city
13|16600|Claxton|Claxton city
13|16656|Clayton|Clayton city
13|16796|Clermont|Clermont town
13|16824|Cleveland|Cleveland city
13|16908|Climax|Climax city
13|17272|Cobbtown|Cobbtown city
13|17328|Cochran|Cochran city
13|17496|Cohutta|Cohutta city
13|17552|Colbert|Colbert city
13|17776|College Park|College Park city
13|17832|Collins|Collins city
13|18000|Colquitt|Colquitt city
13|19000|Columbus|Columbus city
13|19084|Comer|Comer city
13|19112|Commerce|Commerce city
13|19168|Concord|Concord city
13|19336|Conyers|Conyers city
13|19392|Coolidge|Coolidge city
13|19616|Cordele|Cordele city
13|19728|Cornelia|Cornelia city
13|20064|Covington|Covington city
13|20288|Crawford|Crawford city
13|20316|Crawfordville|Crawfordville city
13|20848|Culloden|Culloden city
13|20932|Cumming|Cumming city
13|21017|Cusseta-Chattahoochee County|Cusseta-Chattahoochee County unified government
13|21072|Cuthbert|Cuthbert city
13|21184|Dacula|Dacula city
13|21240|Dahlonega|Dahlonega city
13|21268|Daisy|Daisy city
13|21324|Dallas|Dallas city
13|21380|Dalton|Dalton city
13|21436|Damascus|Damascus city
13|21632|Danielsville|Danielsville city
13|21688|Danville|Danville town
13|21716|Darien|Darien city
13|21744|Dasher|Dasher town
13|21800|Davisboro|Davisboro city
13|21912|Dawson|Dawson city
13|21940|Dawsonville|Dawsonville city
13|22024|Dearing|Dearing town
13|22052|Decatur|Decatur city
13|22108|Deepstep|Deepstep town
13|22304|Demorest|Demorest city
13|22388|Denton|Denton city
13|22472|De Soto|De Soto city
13|22752|Dexter|Dexter town
13|22976|Dillard|Dillard city
13|23284|Doerun|Doerun city
13|23368|Donalsonville|Donalsonville city
13|23480|Dooling|Dooling town
13|23536|Doraville|Doraville city
13|23872|Douglas|Douglas city
13|23900|Douglasville|Douglasville city
13|24376|Dublin|Dublin city
13|24488|Dudley|Dudley city
13|24600|Duluth|Duluth city
13|24768|Dunwoody|Dunwoody city
13|24796|Du Pont|Du Pont town
13|25300|East Dublin|East Dublin city
13|25356|East Ellijay|East Ellijay city
13|25552|Eastman|Eastman city
13|25720|East Point|East Point city
13|26084|Eatonton|Eatonton city
13|26156|Echols County|Echols County consolidated government
13|26224|Edge Hill|Edge Hill city
13|26448|Edison|Edison city
13|26616|Elberton|Elberton city
13|26980|Ellaville|Ellaville city
13|27008|Ellenton|Ellenton town
13|27092|Ellijay|Ellijay city
13|27344|Emerson|Emerson city
13|27596|Enigma|Enigma town
13|27708|Ephesus|Ephesus city
13|27932|Eton|Eton city
13|27988|Euharlee|Euharlee city
13|28380|Fairburn|Fairburn city
13|28492|Fairmount|Fairmount city
13|28744|Fargo|Fargo city
13|28968|Fayetteville|Fayetteville city
13|29528|Fitzgerald|Fitzgerald city
13|30088|Flemington|Flemington city
13|30312|Flovilla|Flovilla city
13|30340|Flowery Branch|Flowery Branch city
13|30424|Folkston|Folkston city
13|30536|Forest Park|Forest Park city
13|30732|Forsyth|Forsyth city
13|30816|Fort Gaines|Fort Gaines city
13|30956|Fort Oglethorpe|Fort Oglethorpe city
13|31096|Fort Valley|Fort Valley city
13|31292|Franklin|Franklin city
13|31320|Franklin Springs|Franklin Springs city
13|31684|Funston|Funston city
13|31908|Gainesville|Gainesville city
13|32048|Garden City|Garden City city
13|32188|Garfield|Garfield city
13|32384|Gay|Gay town
13|32412|Geneva|Geneva town
13|32528|Georgetown-Quitman County|Georgetown-Quitman County unified government
13|32748|Gibson|Gibson city
13|32860|Gillsville|Gillsville city
13|32916|Girard|Girard town
13|33336|Glennville|Glennville city
13|33392|Glenwood|Glenwood city
13|33896|Good Hope|Good Hope city
13|33980|Gordon|Gordon city
13|34260|Graham|Graham city
13|34428|Grantville|Grantville city
13|34512|Gray|Gray city
13|34596|Grayson|Grayson city
13|34876|Greensboro|Greensboro city
13|35016|Greenville|Greenville city
13|35324|Griffin|Griffin city
13|35716|Grovetown|Grovetown city
13|35800|Gumbranch|Gumbranch city
13|35884|Guyton|Guyton city
13|36024|Hagan|Hagan city
13|36052|Hahira|Hahira city
13|36220|Hamilton|Hamilton city
13|36276|Hampton|Hampton city
13|36472|Hapeville|Hapeville city
13|36528|Haralson|Haralson town
13|36696|Harlem|Harlem city
13|36920|Harrison|Harrison town
13|37144|Hartwell|Hartwell city
13|37396|Hawkinsville|Hawkinsville city
13|37564|Hazlehurst|Hazlehurst city
13|37788|Helen|Helen city
13|38040|Hephzibah|Hephzibah city
13|38124|Hiawassee|Hiawassee city
13|38348|Higgston|Higgston town
13|38920|Hiltonia|Hiltonia town
13|38964|Hinesville|Hinesville city
13|39076|Hiram|Hiram city
13|39216|Hoboken|Hoboken city
13|39244|Hogansville|Hogansville city
13|39524|Holly Springs|Holly Springs city
13|39692|Homeland|Homeland city
13|39720|Homer|Homer town
13|39748|Homerville|Homerville city
13|40056|Hoschton|Hoschton city
13|40532|Hull|Hull city
13|40812|Ideal|Ideal city
13|40840|Ila|Ila city
13|41344|Iron City|Iron City town
13|41400|Irwinton|Irwinton city
13|41540|Ivey|Ivey city
13|41596|Jackson|Jackson city
13|41708|Jacksonville|Jacksonville city
13|41792|Jakin|Jakin city
13|41932|Jasper|Jasper city
13|41988|Jefferson|Jefferson city
13|42100|Jeffersonville|Jeffersonville city
13|42156|Jenkinsburg|Jenkinsburg city
13|42184|Jersey|Jersey city
13|42268|Jesup|Jesup city
13|42425|Johns Creek|Johns Creek city
13|42604|Jonesboro|Jonesboro city
13|42800|Junction City|Junction City town
13|43192|Kennesaw|Kennesaw city
13|43360|Keysville|Keysville city
13|43640|Kingsland|Kingsland city
13|43668|Kingston|Kingston city
13|43892|Kite|Kite city
13|44312|LaFayette|LaFayette city
13|44340|LaGrange|LaGrange city
13|44508|Lake City|Lake City city
13|44592|Lakeland|Lakeland city
13|44704|Lake Park|Lake Park city
13|45460|Lavonia|Lavonia city
13|45488|Lawrenceville|Lawrenceville city
13|45600|Leary|Leary city
13|45768|Leesburg|Leesburg city
13|45936|Lenox|Lenox town
13|46020|Leslie|Leslie city
13|46188|Lexington|Lexington city
13|46356|Lilburn|Lilburn city
13|46384|Lilly|Lilly city
13|46552|Lincolnton|Lincolnton city
13|46860|Lithonia|Lithonia city
13|47140|Locust Grove|Locust Grove city
13|47196|Loganville|Loganville city
13|47252|Lone Oak|Lone Oak town
13|47336|Lookout Mountain|Lookout Mountain city
13|47560|Louisville|Louisville city
13|47616|Lovejoy|Lovejoy city
13|47784|Ludowici|Ludowici city
13|47896|Lula|Lula city
13|47952|Lumber City|Lumber City city
13|47980|Lumpkin|Lumpkin city
13|48008|Luthersville|Luthersville city
13|48092|Lyerly|Lyerly town
13|48232|Lyons|Lyons city
13|48428|McCaysville|McCaysville city
13|48624|McDonough|McDonough city
13|48848|McIntyre|McIntyre town
13|49008|Macon-Bibb County|Macon-Bibb County
13|49100|McRae-Helena|McRae-Helena city
13|49196|Madison|Madison city
13|49504|Manassas|Manassas city
13|49532|Manchester|Manchester city
13|49616|Mansfield|Mansfield city
13|49756|Marietta|Marietta city
13|49924|Marshallville|Marshallville city
13|50008|Martin|Martin town
13|50260|Maxeys|Maxeys town
13|50484|Maysville|Maysville town
13|50596|Meansville|Meansville city
13|50680|Meigs|Meigs city
13|50848|Menlo|Menlo city
13|51072|Metter|Metter city
13|51240|Midville|Midville city
13|51352|Midway|Midway city
13|51408|Milan|Milan city
13|51492|Milledgeville|Milledgeville city
13|51520|Millen|Millen city
13|51604|Milner|Milner city
13|51670|Milton|Milton city
13|51968|Mitchell|Mitchell town
13|52108|Molena|Molena city
13|52192|Monroe|Monroe city
13|52304|Montezuma|Montezuma city
13|52416|Monticello|Monticello city
13|52500|Montrose|Montrose town
13|52668|Moreland|Moreland town
13|52696|Morgan|Morgan city
13|52724|Morganton|Morganton city
13|53004|Morrow|Morrow city
13|53032|Morven|Morven city
13|53060|Moultrie|Moultrie city
13|53116|Mountain City|Mountain City town
13|53172|Mountain Park|Mountain Park city
13|53284|Mount Airy|Mount Airy town
13|53508|Mount Vernon|Mount Vernon city
13|53620|Mount Zion|Mount Zion city
13|54124|Nahunta|Nahunta city
